constituency_code,candidate_party_code,candidate_votes,win,winner,assembly_code
PK68,Pakistan Muslim League,167,22569,,PK
PK68,Pakistan Muslim League (N),5438,22569,,PK
PK68,Pakistan Peoples Party (Shaheed Bhutto),79,22569,,PK
PK68,Pakistan Peoples Party Parliamentarians,11811,22569,,PK
PK68,Pakistan Tehreek-e-Insaf,22569,22569,1,PK
PK69,Awami National Party,8529,17640,,PK
PK69,Independent,15675,17640,,PK
PK69,Mutahida Majlis-e-Amal Pakistan,8576,17640,,PK
PK69,Pakistan Peoples Party Parliamentarians,5902,17640,,PK
PK69,Pakistan Tehreek-e-Insaf,17640,17640,1,PK
PK69,Qaumi Watan Party,359,17640,,PK
PK69,Tehreek Labbaik Pakistan,3896,17640,,PK
PK7,Allah-O-Akbar Tehreek,443,19460,,PK
PK7,Awami National Party,13635,19460,,PK
PK7,Independent,5350,19460,,PK
PK7,Mutahida Majlis-e-Amal Pakistan,7280,19460,,PK
PK7,Pakhtoonkhwa Milli Awami Party,1251,19460,,PK
PK7,Pakistan Muslim League (N),4879,19460,,PK
PK7,Pakistan Peoples Party Parliamentarians,2826,19460,,PK
PK7,Pakistan Tehreek-e-Insaf,19460,19460,1,PK
PK70,All Pakistan Muslim League,260,14861,,PK
PK70,Awami National Party,14861,14861,1,PK
PK70,Independent,50,14861,,PK
PK70,Mutahida Majlis-e-Amal Pakistan,6341,14861,,PK
PK70,Pakistan Muslim League (N),1685,14861,,PK
PK70,Pakistan Peoples Party Parliamentarians,6344,14861,,PK
PK70,Pakistan Tehreek-e-Insaf,14680,14861,,PK
PK70,Qaumi Watan Party,315,14861,,PK
PK70,Tehreek Labbaik Pakistan,2495,14861,,PK
PK71,All Pakistan Muslim League,153,17309,,PK
PK71,Awami National Party,7491,17309,,PK
PK71,Independent,242,17309,,PK
PK71,Mutahida Majlis-e-Amal Pakistan,7072,17309,,PK
PK71,Pakistan Muslim League (N),9202,17309,,PK
PK71,Pakistan Peoples Party Parliamentarians,4065,17309,,PK
PK71,Pakistan Tehreek-e-Insaf,17309,17309,1,PK
PK71,Qaumi Watan Party,780,17309,,PK
PK71,Tehreek Labbaik Pakistan,2253,17309,,PK
PK72,Amun Taraqqi Party,388,15410,,PK
PK72,Awami National Party,5881,15410,,PK
PK72,Independent,980,15410,,PK
PK72,Mutahida Majlis-e-Amal Pakistan,4759,15410,,PK
PK72,Pakistan Muslim League (N),5584,15410,,PK
PK72,Pakistan Peoples Party Parliamentarians,2472,15410,,PK
PK72,Pakistan Reh-e- Haq Party,401,15410,,PK
PK72,Pakistan Tehreek-e-Insaf,15410,15410,1,PK
PK72,Qaumi Watan Party,19,15410,,PK
PK72,Tehreek Labbaik Pakistan,2648,15410,,PK
PK73,Aam Awam Party,45,15449,,PK
PK73,Amun Taraqqi Party,168,15449,,PK
PK73,Awami National Party,1138,15449,,PK
PK73,Independent,5397,15449,,PK
PK73,Mutahida Majlis-e-Amal Pakistan,3796,15449,,PK
PK73,Pakistan Muslim League (N),1002,15449,,PK
PK73,Pakistan Peoples Party Parliamentarians,1710,15449,,PK
PK73,Pakistan Tehreek-e-Insaf,15449,15449,1,PK
PK73,Qaumi Watan Party,621,15449,,PK
PK73,Tehrik Jawanan Pakistan,197,15449,,PK
PK74,Allah-O-Akbar Tehreek,1545,19349,,PK
PK74,Awami National Party,8260,19349,,PK
PK74,Independent,234,19349,,PK
PK74,Mutahida Majlis-e-Amal Pakistan,8090,19349,,PK
PK74,Pakistan Muslim League (N),843,19349,,PK
PK74,Pakistan Peoples Party Parliamentarians,6183,19349,,PK
PK74,Pakistan Tehreek-e-Insaf,19349,19349,1,PK
PK75,All Pakistan Muslim League,391,27659,,PK
PK75,Allah-O-Akbar Tehreek,383,27659,,PK
PK75,Awami National Party,8464,27659,,PK
PK75,Independent,2489,27659,,PK
PK75,Jamiat Ulama-e-Islam Nazaryati Pakistan,19,27659,,PK
PK75,Mutahida Majlis-e-Amal Pakistan,2724,27659,,PK
PK75,Pakistan Muslim League (N),1617,27659,,PK
PK75,Pakistan Peoples Party Parliamentarians,3339,27659,,PK
PK75,Pakistan Reh-e- Haq Party,6232,27659,,PK
PK75,Pakistan Tehreek-e-Insaf,27659,27659,1,PK
PK75,Tehreek Labbaik Pakistan,233,27659,,PK
PK76,All Pakistan Muslim League,227,19043,,PK
PK76,Awami National Party,6301,19043,,PK
PK76,Independent,1823,19043,,PK
PK76,Mutahida Majlis-e-Amal Pakistan,5193,19043,,PK
PK76,Pakistan Justice and Democratic Party,37,19043,,PK
PK76,Pakistan Muslim League (N),2267,19043,,PK
PK76,Pakistan Peoples Party Parliamentarians,3810,19043,,PK
PK76,Pakistan Tehreek-e-Insaf,19043,19043,1,PK
PK76,Qaumi Watan Party,106,19043,,PK
PK76,Tehrik Jawanan Pakistan,86,19043,,PK
PK77,All Pakistan Muslim League,39,30417,,PK
PK77,All Pakistan Tehreek,143,30417,,PK
PK77,Amun Taraqqi Party,49,30417,,PK
PK77,Awami National Party,7771,30417,,PK
PK77,Independent,789,30417,,PK
PK77,Mutahida Majlis-e-Amal Pakistan,6017,30417,,PK
PK77,Pakistan Justice and Democratic Party,159,30417,,PK
PK77,Pakistan Muslim League (N),1037,30417,,PK
PK77,Pakistan Peoples Party Parliamentarians,9271,30417,,PK
PK77,Pakistan Tehreek-e-Insaf,30417,30417,1,PK
PK77,Pasban Pakistan,82,30417,,PK
PK77,Qaumi Watan Party,212,30417,,PK
PK77,Tehreek Labbaik Pakistan,120,30417,,PK
PK77,Tehrik Jawanan Pakistan,280,30417,,PK
PK79,All Pakistan Muslim League,208,17975,,PK
PK79,Awami National Party,5656,17975,,PK
PK79,Independent,552,17975,,PK
PK79,Mutahida Majlis-e-Amal Pakistan,5770,17975,,PK
PK79,Pakistan Muslim League (N),3966,17975,,PK
PK79,Pakistan Peoples Party Parliamentarians,5690,17975,,PK
PK79,Pakistan Tehreek-e-Insaf,17975,17975,1,PK
PK79,Qaumi Watan Party,1567,17975,,PK
PK79,Tehreek Labbaik Pakistan,3696,17975,,PK
PK79,Tehrik Jawanan Pakistan,111,17975,,PK
PK8,All Pakistan Muslim League,175,21815,,PK
PK8,Awami National Party,7246,21815,,PK
PK8,Independent,2084,21815,,PK
PK8,Mutahida Majlis-e-Amal Pakistan,5426,21815,,PK
PK8,Pakistan Muslim League (N),7770,21815,,PK
PK8,Pakistan Peoples Party Parliamentarians,10639,21815,,PK
PK8,Pakistan Tehreek-e-Insaf,21815,21815,1,PK
PK8,Qaumi Watan Party,635,21815,,PK
PK80,Independent,29532,29532,1,PK
PK80,Mutahida Majlis-e-Amal Pakistan,12685,29532,,PK
PK80,Pakistan Muslim League (N),896,29532,,PK
PK80,Pakistan Peoples Party Parliamentarians,869,29532,,PK
PK80,Pakistan Reh-e- Haq Party,1387,29532,,PK
PK80,Pakistan Tehreek-e-Insaf,26432,29532,,PK
PK80,Tehreek Labbaik Pakistan,853,29532,,PK
PK81,Awami National Party,3224,19822,,PK
PK81,Independent,19822,19822,1,PK
PK81,Jamiyat Ulma-e-Islam Pakistan(S),86,19822,,PK
PK81,Mutahida Majlis-e-Amal Pakistan,17414,19822,,PK
PK81,Pakistan Human Rights Party,633,19822,,PK
PK81,Pakistan Peoples Party Parliamentarians,1350,19822,,PK
PK81,Pakistan Reh-e- Haq Party,1292,19822,,PK
PK81,Pakistan Tehreek-e-Insaf,16253,19822,,PK
PK82,Awami National Party,2282,20999,,PK
PK82,Independent,15548,20999,,PK
PK82,Mutahida Majlis-e-Amal Pakistan,10876,20999,,PK
PK82,Pakistan Muslim League (N),1608,20999,,PK
PK82,Pakistan Peoples Party Parliamentarians,6553,20999,,PK
PK82,Pakistan Reh-e- Haq Party,53,20999,,PK
PK82,Pakistan Tehreek-e-Insaf,20999,20999,1,PK
PK83,Awami National Party,5859,15510,,PK
PK83,Independent,15510,15510,1,PK
PK83,Mutahida Majlis-e-Amal Pakistan,10142,15510,,PK
PK83,Pakistan Muslim League (N),38,15510,,PK
PK83,Pakistan Peoples Party Parliamentarians,585,15510,,PK
PK83,Pakistan Tehreek-e-Insaf,13943,15510,,PK
PK83,Pasban Pakistan,102,15510,,PK
PK85,Awami National Party,13849,29768,,PK
PK85,Independent,25789,29768,,PK
PK85,Mutahida Majlis-e-Amal Pakistan,29768,29768,1,PK
PK85,Pakhtoonkhwa Milli Awami Party,49,29768,,PK
PK85,Pakistan Peoples Party Parliamentarians,1059,29768,,PK
PK85,Pakistan Tehreek-e-Insaf,28675,29768,,PK
PK86,Awami National Party,999,35354,,PK
PK86,Independent,22641,35354,,PK
PK86,Jamiat Ulama-e-Islam Nazaryati Pakistan,105,35354,,PK
PK86,Mutahida Majlis-e-Amal Pakistan,35354,35354,1,PK
PK86,Pak Sarzameen Party,31,35354,,PK
PK86,Pakistan Kissan Ittehad (Ch. Anwar),66,35354,,PK
PK86,Pakistan Peoples Party Parliamentarians,3129,35354,,PK
PK86,Pakistan Tehreek-e-Insaf,32613,35354,,PK
PK86,Qaumi Watan Party,94,35354,,PK
PK87,Awami National Party,10533,21047,,PK
PK87,Independent,192,21047,,PK
PK87,Jamiyat Ulma-e-Islam Pakistan(S),176,21047,,PK
PK87,Mutahida Majlis-e-Amal Pakistan,5620,21047,,PK
PK87,Pakistan Peoples Party Parliamentarians,21047,21047,1,PK
PK87,Pakistan Tehreek-e-Insaf,18136,21047,,PK
PK87,Qaumi Watan Party,121,21047,,PK
PK88,Independent,479,30487,,PK
PK88,Mutahida Majlis-e-Amal Pakistan,26247,30487,,PK
PK88,Pakistan Peoples Party Parliamentarians,1811,30487,,PK
PK88,Pakistan Tehreek-e-Insaf,30487,30487,1,PK
PK88,Qaumi Watan Party,302,30487,,PK
PK89,Independent,23949,23949,1,PK
PK89,Mutahida Majlis-e-Amal Pakistan,9343,23949,,PK
PK89,Pakistan Peoples Party Parliamentarians,341,23949,,PK
PK89,Pakistan Tehreek-e-Insaf,11642,23949,,PK
PK89,Qaumi Watan Party,8914,23949,,PK
PK9,Allah-O-Akbar Tehreek,170,25630,,PK
PK9,Awami National Party,11399,25630,,PK
PK9,Independent,53,25630,,PK
PK9,Jamiat Ulama-e-Islam Nazaryati Pakistan,381,25630,,PK
PK9,Mutahida Majlis-e-Amal Pakistan,6115,25630,,PK
PK9,Pakhtoonkhwa Milli Awami Party,405,25630,,PK
PK9,Pakistan Muslim League (N),2444,25630,,PK
PK9,Pakistan Peoples Party Parliamentarians,2549,25630,,PK
PK9,Pakistan Tehreek-e-Insaf,25630,25630,1,PK
PK9,Qaumi Watan Party,3181,25630,,PK
PK90,All Pakistan Muslim League,186,32752,,PK
PK90,Awami National Party,2941,32752,,PK
PK90,Independent,686,32752,,PK
PK90,Jamiyat Ulma-e-Islam Pakistan(S),399,32752,,PK
PK90,Mutahida Majlis-e-Amal Pakistan,32724,32752,,PK
PK90,Pakistan Tehreek-e-Insaf,32752,32752,1,PK
PK90,Qaumi Watan Party,101,32752,,PK
PK91,Independent,25216,25238,,PK
PK91,Mutahida Majlis-e-Amal Pakistan,25238,25238,1,PK
PK91,Pakistan Peoples Party Parliamentarians,139,25238,,PK
PK91,Pakistan Tehreek-e-Insaf,21793,25238,,PK
PK91,Tehreek Labbaik Pakistan,1131,25238,,PK
PK92,Amun Taraqqi Party,20,38475,,PK
PK92,Awami National Party,438,38475,,PK
PK92,Independent,3250,38475,,PK
PK92,Mutahida Majlis-e-Amal Pakistan,28450,38475,,PK
PK92,Pakistan Peoples Party Parliamentarians,562,38475,,PK
PK92,Pakistan Tehreek-e-Insaf,38475,38475,1,PK
PK92,Tehreek Labbaik Pakistan,2180,38475,,PK
PK93,Amun Taraqqi Party,64,16775,,PK
PK93,Awami National Party,7033,16775,,PK
PK93,Independent,13890,16775,,PK
PK93,Mutahida Majlis-e-Amal Pakistan,16775,16775,1,PK
PK93,Pakistan Muslim League (N),97,16775,,PK
PK93,Pakistan Peoples Party Parliamentarians,269,16775,,PK
PK93,Pakistan Tehreek-e-Insaf,16047,16775,,PK
PK93,Qaumi Watan Party,254,16775,,PK
PK93,Tehreek Labbaik Pakistan,137,16775,,PK
PK94,Awami National Party,15482,27651,,PK
PK94,Independent,16880,27651,,PK
PK94,Mutahida Majlis-e-Amal Pakistan,27651,27651,1,PK
PK94,Pakistan Muslim League (N),101,27651,,PK
PK94,Pakistan Peoples Party Parliamentarians,871,27651,,PK
PK94,Pakistan Tehreek-e-Insaf,14602,27651,,PK
PK94,Qaumi Watan Party,550,27651,,PK
PK95,Awami National Party,144,91419,,PK
PK95,Independent,91419,91419,1,PK
PK95,Pakistan Muslim League (N),126,91419,,PK
PK95,Pakistan Peoples Party Parliamentarians,3332,91419,,PK
PK95,Tehreek Labbaik Pakistan,4252,91419,,PK
PK97,All Pakistan Muslim League,15,31084,,PK
PK97,Awami National Party,1891,31084,,PK
PK97,Independent,10183,31084,,PK
PK97,Jamiat Ulama-e-Islam Nazaryati Pakistan,43,31084,,PK
PK97,Mutahida Majlis-e-Amal Pakistan,12062,31084,,PK
PK97,Muttahida Qaumi Movement Pakistan,118,31084,,PK
PK97,Pakistan Justice and Democratic Party,105,31084,,PK
PK97,Pakistan Muslim League (N),648,31084,,PK
PK97,Pakistan Peoples Party Parliamentarians,14624,31084,,PK
PK97,Pakistan Reh-e- Haq Party,85,31084,,PK
PK97,Pakistan Tehreek-e-Insaf,31084,31084,1,PK
PK98,Independent,32912,32912,1,PK
PK98,Jamiat Ulama-e-Islam Nazaryati Pakistan,75,32912,,PK
PK98,Mutahida Majlis-e-Amal Pakistan,19886,32912,,PK
PK98,Pakistan Muslim League (N),295,32912,,PK
PK98,Pakistan Tehreek-e-Insaf,12610,32912,,PK
PK98,Tehreek Labbaik Pakistan,772,32912,,PK
PP1,Independent,30038,39569,,PP
PP1,Mutahida Majlis-e-Amal Pakistan,5251,39569,,PP
PP1,Pakistan Muslim League (N),24010,39569,,PP
PP1,Pakistan Peoples Party Parliamentarians,5487,39569,,PP
PP1,Pakistan Tehreek-e-Insaf,39569,39569,1,PP
PP1,Tehreek Labbaik Pakistan,10806,39569,,PP
PP100,Allah-O-Akbar Tehreek,2064,41207,,PP
PP100,Independent,28324,41207,,PP
PP100,Mutahida Majlis-e-Amal Pakistan,4543,41207,,PP
PP100,Pakistan Awami League,247,41207,,PP
PP100,Pakistan Muslim League (N),25087,41207,,PP
PP100,Pakistan Peoples Party (Shaheed Bhutto),419,41207,,PP
PP100,Pakistan Peoples Party Parliamentarians,7361,41207,,PP
PP100,Pakistan Tehreek-e-Insaf,41207,41207,1,PP
PP100,Tehreek Labbaik Pakistan,6558,41207,,PP
PP101,Allah-O-Akbar Tehreek,2162,46065,,PP
PP101,Independent,8194,46065,,PP
PP101,Mutahida Majlis-e-Amal Pakistan,363,46065,,PP
PP101,Pakistan Muslim League (N),46065,46065,1,PP
PP101,Pakistan Peoples Party (Shaheed Bhutto),274,46065,,PP
PP101,Pakistan Peoples Party Parliamentarians,8773,46065,,PP
PP101,Pakistan Tehreek-e-Insaf,44179,46065,,PP
PP101,Tehreek Labbaik Pakistan,14467,46065,,PP
PP102,Independent,30093,37970,,PP
PP102,Mutahida Majlis-e-Amal Pakistan,3127,37970,,PP
PP102,Pakistan Muslim League (N),36912,37970,,PP
PP102,Pakistan Peoples Party Parliamentarians,10406,37970,,PP
PP102,Pakistan Tehreek-e-Insaf,37970,37970,1,PP
PP102,Tehreek Labbaik Pakistan,3340,37970,,PP
PP102,Tehreek-e-Labbaik Islam,380,37970,,PP
PP104,All Pakistan Muslim League,7636,42428,,PP
PP104,Allah-O-Akbar Tehreek,771,42428,,PP
PP104,Independent,36392,42428,,PP
PP104,Mutahida Majlis-e-Amal Pakistan,1526,42428,,PP
PP104,Pakistan Muslim League (N),42428,42428,1,PP
PP104,Pakistan Tehreek-e-Insaf,32898,42428,,PP
PP104,Tehreek Labbaik Pakistan,1906,42428,,PP
PP105,Allah-O-Akbar Tehreek,1864,50019,,PP
PP105,Independent,31328,50019,,PP
PP105,Pakistan Muslim League (N),42414,50019,,PP
PP105,Pakistan Peoples Party Parliamentarians,6203,50019,,PP
PP105,Pakistan Tehreek-e-Insaf,50019,50019,1,PP
PP105,Tehreek-e-Labbaik Islam,3030,50019,,PP
PP106,Independent,52526,52526,1,PP
PP106,Move on Pakistan,301,52526,,PP
PP106,Pakistan Muslim League (N),28180,52526,,PP
PP106,Pakistan Sunni Tehreek,129,52526,,PP
PP106,Pakistan Tehreek-e-Insaf,40400,52526,,PP
PP106,Tehreek Labbaik Pakistan,4265,52526,,PP
PP107,Awami Justice Party Pakistan,83,36882,,PP
PP107,Independent,10468,36882,,PP
PP107,Pakistan Muslim League (N),36882,36882,1,PP
PP107,Pakistan Peoples Party Parliamentarians,3810,36882,,PP
PP107,Pakistan Quami Yakjehti Party,157,36882,,PP
PP107,Pakistan Tehreek-e-Insaf,33474,36882,,PP
PP107,Tehreek Labbaik Pakistan,4061,36882,,PP
PP107,Tehreek-e-Labbaik Islam,232,36882,,PP
PP108,Independent,14033,46052,,PP
PP108,Mutahida Majlis-e-Amal Pakistan,320,46052,,PP
PP108,Pakistan Muslim League (N),46052,46052,1,PP
PP108,Pakistan Sunni Tehreek,82,46052,,PP
PP108,Pakistan Tehreek-e-Insaf,43459,46052,,PP
PP108,Tehreek Labbaik Pakistan,5357,46052,,PP
PP109,Independent,5638,53085,,PP
PP109,Mutahida Majlis-e-Amal Pakistan,2007,53085,,PP
PP109,Pakistan Muslim League (N),53085,53085,1,PP
PP109,Pakistan Quami Yakjehti Party,52,53085,,PP
PP109,Pakistan Tehreek-e-Insaf,46100,53085,,PP
PP109,Tehreek Labbaik Pakistan,4401,53085,,PP
PP11,Allah-O-Akbar Tehreek,625,43079,,PP
PP11,Independent,713,43079,,PP
PP11,Mutahida Majlis-e-Amal Pakistan,1835,43079,,PP
PP11,Pakistan Muslim League (N),24052,43079,,PP
PP11,Pakistan Peoples Party Parliamentarians,1284,43079,,PP
PP11,Pakistan Tehreek-e-Insaf,43079,43079,1,PP
PP11,Tehreek Labbaik Pakistan,3009,43079,,PP
PP110,Independent,859,69441,,PP
PP110,Pakistan Muslim Alliance,31,69441,,PP
PP110,Pakistan Muslim League (N),58401,69441,,PP
PP110,Pakistan Peoples Party Parliamentarians,1226,69441,,PP
PP110,Pakistan Quami Yakjehti Party,63,69441,,PP
PP110,Pakistan Tehreek-e-Insaf,69441,69441,1,PP
PP110,Sunni Ittehad Council,169,69441,,PP
PP110,Tehreek Labbaik Pakistan,5248,69441,,PP
PP111,Allah-O-Akbar Tehreek,3205,57425,,PP
PP111,Awami Justice Party Pakistan,236,57425,,PP
PP111,Independent,22728,57425,,PP
PP111,Mutahida Majlis-e-Amal Pakistan,848,57425,,PP
PP111,Pakistan Muslim League (N),51628,57425,,PP
PP111,Pakistan Peoples Party Parliamentarians,1614,57425,,PP
PP111,Pakistan Sunni Tehreek,43,57425,,PP
PP111,Pakistan Tehreek-e-Insaf,57425,57425,1,PP
PP111,Tehreek Labbaik Pakistan,4078,57425,,PP
PP112,Allah-O-Akbar Tehreek,1003,49205,,PP
PP112,Independent,1546,49205,,PP
PP112,Mutahida Majlis-e-Amal Pakistan,874,49205,,PP
PP112,Pakistan Muslim League (N),49205,49205,1,PP
PP112,Pakistan Peoples Party Parliamentarians,1798,49205,,PP
PP112,Pakistan Tehreek-e-Insaf,46568,49205,,PP
PP112,Pakistan Tehreek-e-Insaf (Nazriati),95,49205,,PP
PP112,Tehreek Labbaik Pakistan,4149,49205,,PP
PP113,Allah-O-Akbar Tehreek,2046,61054,,PP
PP113,Amun Taraqqi Party,159,61054,,PP
PP113,Independent,1675,61054,,PP
PP113,Mutahida Majlis-e-Amal Pakistan,1604,61054,,PP
PP113,Pak Sarzameen Party,353,61054,,PP
PP113,Pakistan Muslim League (N),56061,61054,,PP
PP113,Pakistan National Muslim League,45,61054,,PP
PP113,Pakistan Peoples Party Parliamentarians,1553,61054,,PP
PP113,Pakistan Tehreek-e-Insaf,61054,61054,1,PP
PP113,Sunni Ittehad Council,709,61054,,PP
PP113,Tehreek Labbaik Pakistan,3639,61054,,PP
PP114,All Pakistan Muslim League,393,59647,,PP
PP114,Allah-O-Akbar Tehreek,2165,59647,,PP
PP114,Awami Justice Party Pakistan,182,59647,,PP
PP114,Independent,783,59647,,PP
PP114,Mutahida Majlis-e-Amal Pakistan,1906,59647,,PP
PP114,Pakistan Muslim League (N),50322,59647,,PP
PP114,Pakistan Peoples Party Parliamentarians,2604,59647,,PP
PP114,Pakistan Tehreek-e-Insaf,59647,59647,1,PP
PP114,Tehreek Labbaik Pakistan,4724,59647,,PP
PP115,Allah-O-Akbar Tehreek,2379,53250,,PP
PP115,Independent,66,53250,,PP
PP115,Mutahida Majlis-e-Amal Pakistan,1548,53250,,PP
PP115,Pakistan Muslim League (N),53250,53250,1,PP
PP115,Pakistan Peoples Party Parliamentarians,2992,53250,,PP
PP115,Pakistan Tehreek-e-Insaf,52696,53250,,PP
PP115,Tehreek Labbaik Pakistan,4084,53250,,PP
PP115,Tehreek-e-Labbaik Islam,442,53250,,PP
PP116,Allah-O-Akbar Tehreek,2556,48608,,PP
PP116,Independent,243,48608,,PP
PP116,Pakistan Muslim League (N),48608,48608,1,PP
PP116,Pakistan Peoples Party Parliamentarians,1552,48608,,PP
PP116,Pakistan Sunni Tehreek,90,48608,,PP
PP116,Pakistan Tehreek-e-Insaf,42969,48608,,PP
PP116,Tehreek Labbaik Pakistan,6483,48608,,PP
PP117,All Pakistan Muslim League,185,48747,,PP
PP117,Allah-O-Akbar Tehreek,2304,48747,,PP
PP117,Independent,926,48747,,PP
PP117,Mutahida Majlis-e-Amal Pakistan,939,48747,,PP
PP117,Pakistan Muslim League (N),48747,48747,1,PP
PP117,Pakistan Peoples Party Parliamentarians,2955,48747,,PP
PP117,Pakistan Tehreek-e-Insaf,41550,48747,,PP
PP117,Sunni Ittehad Council,1682,48747,,PP
PP117,Tehreek Labbaik Pakistan,4427,48747,,PP
PP119,Allah-O-Akbar Tehreek,1111,46639,,PP
PP119,Independent,2069,46639,,PP
PP119,Mutahida Majlis-e-Amal Pakistan,6766,46639,,PP
PP119,Pakistan Muslim League (N),46639,46639,1,PP
PP119,Pakistan National Muslim League,17549,46639,,PP
PP119,Pakistan Peoples Party Parliamentarians,4771,46639,,PP
PP119,Pakistan Quami Yakjehti Party,411,46639,,PP
PP119,Pakistan Tehreek-e-Insaf,32993,46639,,PP
PP119,Tehreek Labbaik Pakistan,7270,46639,,PP
PP12,Aam Log Party Pakistan,18,27351,,PP
PP12,Independent,14786,27351,,PP
PP12,Mutahida Majlis-e-Amal Pakistan,1138,27351,,PP
PP12,Pakistan Muslim League (N),10369,27351,,PP
PP12,Pakistan Peoples Party Parliamentarians,887,27351,,PP
PP12,Pakistan Quami Yakjehti Party,28,27351,,PP
PP12,Pakistan Tehreek-e-Insaf,27351,27351,1,PP
PP12,Pakistan Tehreek-e-Insaf (Nazriati),77,27351,,PP
PP12,Tehreek Labbaik Pakistan,3889,27351,,PP
PP12,Tehreek-e-Labbaik Islam,245,27351,,PP
PP120,Independent,9563,71387,,PP
PP120,Mutahida Majlis-e-Amal Pakistan,1548,71387,,PP
PP120,Pakistan Muslim League (N),71387,71387,1,PP
PP120,Pakistan National Muslim League,110,71387,,PP
PP120,Pakistan Peoples Party Parliamentarians,1160,71387,,PP
PP120,Pakistan Tehreek-e-Insaf,55183,71387,,PP
PP120,Tehreek Labbaik Pakistan,2227,71387,,PP
PP121,Awami Workers Party,4598,61554,,PP
PP121,Independent,3482,61554,,PP
PP121,Mutahida Majlis-e-Amal Pakistan,1182,61554,,PP
PP121,National Peace Council Party,34,61554,,PP
PP121,Pakistan Muslim League (N),56427,61554,,PP
PP121,Pakistan National Muslim League,221,61554,,PP
PP121,Pakistan Peoples Party Parliamentarians,1254,61554,,PP
PP121,Pakistan Tehreek-e-Insaf,61554,61554,1,PP
PP121,Pakistan Tehreek-e-Insaf (Nazriati),160,61554,,PP
PP121,Tehreek Labbaik Pakistan,2546,61554,,PP
PP122,Allah-O-Akbar Tehreek,1310,62939,,PP
PP122,Awam League,31,62939,,PP
PP122,Independent,5699,62939,,PP
PP122,Pakistan Muslim League (N),44452,62939,,PP
PP122,Pakistan Peoples Party Parliamentarians,1284,62939,,PP
PP122,Pakistan Tehreek-e-Insaf,62939,62939,1,PP
PP122,Tehreek Labbaik Pakistan,10580,62939,,PP
PP124,Allah-O-Akbar Tehreek,1756,65643,,PP
PP124,Independent,65643,65643,1,PP
PP124,Pakistan Peoples Party Parliamentarians,24226,65643,,PP
PP124,Pakistan Tehreek-e-Insaf,23431,65643,,PP
PP124,Tehreek Labbaik Pakistan,685,65643,,PP
PP125,Independent,73237,73237,1,PP
PP125,Mustaqbil Pakistan,294,73237,,PP
PP125,Mutahida Majlis-e-Amal Pakistan,3770,73237,,PP
PP125,Pakistan Tehreek-e-Insaf,38480,73237,,PP
PP125,Tehreek Labbaik Pakistan,4034,73237,,PP
PP126,All Pakistan Muslim League,122,118385,,PP
PP126,Allah-O-Akbar Tehreek,1108,118385,,PP
PP126,Independent,118385,118385,1,PP
PP126,Pakistan Muslim League (N),7981,118385,,PP
PP126,Tehreek Labbaik Pakistan,770,118385,,PP
PP127,Independent,74871,74871,1,PP
PP127,Pakistan Muslim League (N),1951,74871,,PP
PP127,Pakistan Peoples Party Parliamentarians,3364,74871,,PP
PP127,Pakistan Tehreek-e-Insaf,26624,74871,,PP
PP127,Tehreek Labbaik Pakistan,7245,74871,,PP
PP128,All Pakistan Muslim League,1406,65900,,PP
PP128,Independent,65900,65900,1,PP
PP128,Pakistan Peoples Party Parliamentarians,932,65900,,PP
PP128,Pakistan Tehreek-e-Insaf,49915,65900,,PP
PP128,Tehreek Labbaik Pakistan,6175,65900,,PP
PP129,Allah-O-Akbar Tehreek,892,79571,,PP
PP129,Independent,79571,79571,1,PP
PP129,Mutahida Majlis-e-Amal Pakistan,8180,79571,,PP
PP129,Pakistan Tehreek-e-Insaf,23305,79571,,PP
PP129,Tehreek Labbaik Pakistan,919,79571,,PP
PP13,Allah-O-Akbar Tehreek,389,39824,,PP
PP13,Independent,5526,39824,,PP
PP13,Mutahida Majlis-e-Amal Pakistan,5431,39824,,PP
PP13,Pakistan Falah Party,56,39824,,PP
PP13,Pakistan Muslim League (N),12505,39824,,PP
PP13,Pakistan Peoples Party Parliamentarians,620,39824,,PP
PP13,Pakistan Tehreek-e-Insaf,39824,39824,1,PP
PP13,Tehreek Labbaik Pakistan,4984,39824,,PP
PP130,All Pakistan Muslim League,712,63347,,PP
PP130,Allah-O-Akbar Tehreek,308,63347,,PP
PP130,Independent,48136,63347,,PP
PP130,Mustaqbil Pakistan,332,63347,,PP
PP130,Pakistan Awami Raj,2023,63347,,PP
PP130,Pakistan Tehreek-e-Insaf,63347,63347,1,PP
PP130,Tehreek Labbaik Pakistan,1774,63347,,PP
PP131,Allah-O-Akbar Tehreek,875,37086,,PP
PP131,Independent,36405,37086,,PP
PP131,Pakistan Muslim League (N),37086,37086,1,PP
PP131,Pakistan Peoples Party Parliamentarians,872,37086,,PP
PP131,Pakistan Tehreek-e-Insaf,31722,37086,,PP
PP131,Pakistan Tehreek-e-Insaf (Nazriati),89,37086,,PP
PP131,Tehreek Labbaik Pakistan,14206,37086,,PP
PP132,Allah-O-Akbar Tehreek,2179,48554,,PP
PP132,Independent,916,48554,,PP
PP132,Jamiyat Ulma-e-Islam Pakistan(S),230,48554,,PP
PP132,Mutahida Majlis-e-Amal Pakistan,1105,48554,,PP
PP132,Pakistan Muslim League (N),41453,48554,,PP
PP132,Pakistan Peoples Party Parliamentarians,3267,48554,,PP
PP132,Pakistan Sunni Tehreek,490,48554,,PP
