Seat,ConstituencyTitle,CandidateName,Party,Votes,TotalValidVotes,TotalRejectedVotes,TotalVotes,TotalRegisteredVoters,Turnout
LAHORE-VI,NA-123,Atif Choudhry,Pakistan Tehreek-e-Insaf,40617,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Doctor Qari ASHFAQ ULLAH,Independent,76,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Haji Muhammad Ahmed,Independent,101,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Haji Muhammad Naeem,Independent,70,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Masood Ahmed Saeed,Tehreek-e-Pasmanada Awam Pakistan,14,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Mian Abid Sultan,Independent,89,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Mian Aziz ur Rehman Chann,Pakistan Peoples Party Parliamentarians,3770,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Mian Rehman Aziz,Independent,85,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Mrs Saima Abbas Ali,Independent,13,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Muhammad Haseeb,Sunni Ittehad Council,118,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Muhammad Imran Chishti,Independent,34,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Muhammad Pervaiz Malik,Pakistan Muslim League (N),126878,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Muhammad Shakeel Shah Gilani,Pakistan Peoples Party (Shaheed Bhutto),20,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Nawab Amber Shahzada,Aap Janab Sarkar Party,7,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Noshad Hameed,Independent,22,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Rafaqat Ali,Independent,319,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Rizwan Zafar,Muttahida Qaumi Movement Pakistan,55,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Saad Sultan,Jamiat Ulama-e-Islam (F),593,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Syed Aqeel Haider Abbas,Independent,25,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Syed Asghar Ali Shah,Jamiat Ulama-e-Pakistan  (Noorani),571,173676,2155,175830,347941,50.53 %
LAHORE-VI,NA-123,Zakia Safder,Independent,67,173676,2155,175830,347941,50.53 %
LAHORE-VII,NA-124,Aamir Siddiqi,Independent,107,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Bushra Aitzaz Ahsan,Pakistan Peoples Party Parliamentarians,6990,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Ch. Ghulam Mustafa,Awami National Party,119,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Ch. Muhamamd Ilyas,All Pakistan Muslim League,20,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Imran Ahmad Khan,Pakistan Muslim League (J),56,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Mazhar Munir,Independent,34,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Muhammad Asghar,Independent,27,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Muhammad Nasir Malik,Independent,33,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Muhammad Naveed Anjum,Independent,64,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Muhammad Nawaz Malik,Independent,260,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Muhammad Tariq Waheed,Independent,61,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Munir Ahmad,Muttahida Qaumi Movement Pakistan,41,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Nadeem Yaqoob,Independent,41,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Qari Hafiz Muhammad Zawar Bahadar,Jamiat Ulama-e-Pakistan  (Noorani),101,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Raza e Mustafa,Pakistan Sunni Tehreek,918,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Shaikh Rohale Asghar,Pakistan Muslim League (N),119312,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Tariq yaseen,Pakistan Falah Party,29,171312,2431,174436,322562,53.56 %
LAHORE-VII,NA-124,Walid Iqbal,Pakistan Tehreek-e-Insaf,42561,171312,2431,174436,322562,53.56 %
LAHORE-VIII,NA-125,Adeel Raja,Independent,1761,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Ali Ahmad Sahib,Independent,126,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Ch. Allah Ditta Hera,Independent,38,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Ch. Saleem Ali,Independent,27,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Dr Zaib Un Nisa,Muttahida Qaumi Movement Pakistan,154,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Faisal Masood,Independent,629,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Hakim ALi Bhatti,Independent,2869,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Hamid Khan,Pakistan Tehreek-e-Insaf,84495,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Javaid Akber Qadari,Independent,72,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Khawaja Saad Rafique,Pakistan Muslim League (N),123416,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Lt. Col (R) Khalid Mehmood,Independent,29,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Mian Javed,Independent,137,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Mozaffer Ali,Pakistan Muslim League (J),608,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Muhammad Jamal Barket,Pakistan Sunni Tehreek,104,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Muhammad Naveed Ch.,Pakistan Peoples Party Parliamentarians,6152,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Muhammad Tassaduq Hussain,Jamiat Ulama-e-Pakistan  (Noorani),369,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Saira Dar,Independent,118,222161,4199,217762,429485,51.90 %
LAHORE-VIII,NA-125,Zaheer uddin Baber,MUTAHIDA DEENI MAHAZ,258,222161,4199,217762,429485,51.90 %
LAHORE-IX,NA-126,Begum Tahira Asif,Muttahida Qaumi Movement Pakistan,142,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Ch. Zarar Manzoor,Independent,42,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Dr. Muhammad Naeem,Independent,59,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Kamran Akhtar Mughal,Independent,25,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Khawaja Ahmad Hassan,Pakistan Muslim League (N),90332,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Liaqat Baloch,Jamaat-e-Islami Pakistan,3226,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Makhdoom Muhammad Javaid Hashmi,Independent,30,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Malik Adil Haseeb,Independent,6,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Malik Muhammad Siddique Khokhar,Sunni Ittehad Council,89,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Mian Ghulam Shabir Qadri,Pakistan Sunni Tehreek,482,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Muhammad Asif Khan,Independent,14,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Nawab Dr. Amber Shehzada,Aap Janab Sarkar Party,8,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Qari Muhammad Zawar Bahadur,Independent,564,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Sardar Hur Bukhari,Independent,322,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Shafqat Mehmood,Pakistan Tehreek-e-Insaf,97785,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Syed Manzoor Gillani,Istiqlal Party,17,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Syed Zahid Bukhari,Pakistan Peoples Party Parliamentarians,2770,196155,1916,196045,359492,55 %
LAHORE-IX,NA-126,Tariq Rasheed,Independent,60,196155,1916,196045,359492,55 %
LAHORE-X,NA-127,Abdul Saleem,Independent,147,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Adnan Iftikhar Kilcha,Independent,85,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Adnan Iftikhar Kilcha,Millat Party,0,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Allama Muhammad Hasnain Arif,Majlis-e-Wahdat-e-Muslimeen Pakistan,318,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Ateeq Ali Nasir,Independent,60,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Bisma Asif,Muttahida Qaumi Movement Pakistan,167,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Ch Muhammad Yaseen Cheema,Pakistan Muhafiz Watan Party,27,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Danial Masih,Independent,171,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Dr Ch Zahid Akram,Independent,73,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Dr Suhrab Aslam Khan,Independent,168,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Dr Zafar Iqbal Mian,Independent,32,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Haji Rana Sharafat Ali Qadri,Sunni Ittehad Council,891,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,M Tariq Chaudhry,Independent,177,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Malik Arshad Ali Advocate,Independent,51,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Muhammad Shakeel Tahir,Pakistan Justice Party,178,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Naila Joseph Dayal,Christian Progressive Movement,2314,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Nasrullah Mughal,Pakistan Tehreek-e-Insaf,45787,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Qari Abdul Aziz,Jamiat Ulama-e-Islam (F),497,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Sardar Khurram Latif Khan Khosa,Millat Party,0,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Sardar Khurram Latif Khan Khosa,Pakistan Peoples Party Parliamentarians,6233,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Shahid Javed Anwer Sindhu Adocate,Independent,170,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Syed Naveed Anjum,Independent,43,160108,2401,161700,330154,49 %
LAHORE-X,NA-127,Waheed Alam Khan,Pakistan Muslim League (N),102080,160108,2401,161700,330154,49 %
LAHORE-XI,NA-128,Allah Rakha Waseem,Sunni Ittehad Council,607,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Attia Amir,Independent,85,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Ch. Amjad Ali Jutt,Independent,19,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Ch. Munsif Ali Jutt,Independent,25,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Ch. Qasim Asghar Sindhu,Independent,121,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Dr. Amir Jalal,Independent,9,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Dr. Malik Zahid Akram Nat,Independent,25,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Hafiz Qudratullah Arif Khan,MUTAHIDA DEENI MAHAZ,323,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Imran Ali,Majlis-e-Wahdat-e-Muslimeen Pakistan,333,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Irfan Ali,Independent,218,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Jamil Asghar Bhatti,Independent,64,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Karim Khan,Muttahida Qaumi Movement Pakistan,87,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Malik Karamat Ali Khokhar,Pakistan Tehreek-e-Insaf,78369,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Malik Naeem Abbas Khokhar,Independent,151,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,MIan Muhammad Arshad Arain,Independent,1357,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Mian Muhammad Aslam Arain,Pakistan Peoples Party Parliamentarians,3408,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Muhammad Afzal Khokhar,Pakistan Muslim League (N),124107,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Muhammad Khalid,Independent,163,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Muhammad Shahzad Anjum,Independent,54,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Omer Chaudhary,Independent,57,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Rana Javed Omer,Independent,26,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Sarfraz Asghar Bhutta,Independent,58,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Syed Anjum Abbas Gillani,Independent,381,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Syed Aqeel Haider Abbas,Independent,200,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Syed Imran Sultan,All Pakistan Muslim League,176,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Zafar Iqbal Rajput Khokhar,Pakistan Justice Party,208,220114,3174,220976,418384,64.00 %
LAHORE-XI,NA-128,Zahoor Ahmad Watto,Jamaat-e-Islami Pakistan,9483,220114,3174,220976,418384,64.00 %
LAHORE-XII,NA-129,ABDUL HAQ,Independent,183,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,ABID HAMEED KHAN MEO,Independent,313,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,AFZAAL AZEEM PAHAT,Independent,56,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,ALLAH DITTA HEERA,Independent,69,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,ARSHAD ALI,Independent,87,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,CHAUDHRY SALEEM ALI,Independent,189,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,CHAUDHRY ZAHID AKRAM,Independent,120,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,HAFIZ HAIDER ALI,Independent,54,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,HAKIM ALI KHAN,Independent,990,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,MIAN MUHAMMAD SHEHBAZ SHARIF,Pakistan Muslim League (N),94007,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,MUHAMMAD ABID JALALI,Independent,583,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,MUHAMMAD EJAZ AWAN,Independent,36,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,MUHAMMAD LIAQAT,Jamiat Ulama-e-Islam (F),1203,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,MUHAMMAD MANSHA,Pakistan Tehreek-e-Insaf,35781,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,MUHAMMAD NAWAZ,Independent,68,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,MUHAMMAD NAWAZ AWAN,Independent,82,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,MUHAMMAD SAEED AHMAD,Independent,850,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,MUREED ALI,Independent,281,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,NADEEM IQBAL PAHAT,Independent,247,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,NASIR GILL,Muttahida Qaumi Movement Pakistan,50,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,PERVAIZ MASIH,Pakistan National Democratic Party,191,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,SALAH UD DIN,Independent,75,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,TARIQ SHABIR,Pakistan Peoples Party Parliamentarians,11633,147257,3392,148012,273648,54.08 %
LAHORE-XII,NA-129,ZULFIQAR KHALID,Independent,109,147257,3392,148012,273648,54.08 %
LAHORE-XIII,NA-130,ABID HAMEED KHAN MYO,Independent,79,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,ASIM AZIZ ADVOCATE,Independent,52,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,CH ALLAH DITTA HEERA,Independent,46,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,CH AMIR ZAHEER MAYO,Independent,16,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,CH MANZOOR HUSSAIN,Jamaat-e-Islami Pakistan,8780,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,CH MURTAZA AKRAM NATT,Independent,28,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,CH SALEEM ALI,Independent,61,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,CH SHOUKAT ALI CABAIL,Pakistan Muhafiz Watan Party,99,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,IJAZ AHMAD,Independent,3399,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,JAVAID ANWAR AWAN,Independent,83,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,MALIK MUHAMMAD AHMAD AKMEL DOGAR,Independent,3264,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,MALIK MUHAMMAD TUFAIL,Tehreek-e-Istehkaam Pakistan,134,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,MALIK SIKANDAR AWAN,Independent,11,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,MALIK USMAN HAMZA AWAN,Independent,34,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,MEHMOOD QALANDAR,Pakistan Qaumi Party,55,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,MUHAMMAD WAQAR SHAFQAT BUTT,Independent,48,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,NAZLI IFAT TABASUM,Muttahida Qaumi Movement Pakistan,24,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,RANA MUHAMMAD ASHRAF ADVOCATE,Istehkaam-e-Pakistan Movement Party,77,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,RANA SAJID SARWAR,Independent,146,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,RASHID KARAMAT ALI BUTT,Independent,538,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,SAMINA KHALID GHURKI,Millat Party,0,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,SAMINA KHALID GHURKI,Pakistan Peoples Party Parliamentarians,32569,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,SOHAIL SHOUKAT BUTT,Pakistan Muslim League (N),88842,157391,3960,158657,290930,54.76 %
LAHORE-XIII,NA-130,TALIB HUSSAIN SIDHU,Pakistan Tehreek-e-Insaf,22066,157391,3960,158657,290930,54.76 %
SHEIKHUPURA-I,NA-131,AFTAB IQBAL AHMAD,Independent,211,152243,4688,156911,273993,55.56 %
SHEIKHUPURA-I,NA-131,AHMAD ATTEEQ ANWAR,Independent,1137,152243,4688,156911,273993,55.56 %
SHEIKHUPURA-I,NA-131,CH ZAHID IMRAN KOROTANA,Jamaat-e-Islami Pakistan,1130,152243,4688,156911,273993,55.56 %
SHEIKHUPURA-I,NA-131,HAFIZ MUHAMMAD AFZAAL,Jamiat Ulama-e-Islam (F),365,152243,4688,156911,273993,55.56 %
SHEIKHUPURA-I,NA-131,MAZHAR ALI ALVI,Muttahida Qaumi Movement Pakistan,254,152243,4688,156911,273993,55.56 %
SHEIKHUPURA-I,NA-131,MUHTARMA AMNA ZULIFQAR DHILLON,Pakistan Muslim League,11558,152243,4688,156911,273993,55.56 %
SHEIKHUPURA-I,NA-131,RAHAT AMAN ULLAH BHATTI,Pakistan Tehreek-e-Insaf,21637,152243,4688,156911,273993,55.56 %
SHEIKHUPURA-I,NA-131,RANA AFZAAL HUSSAIN,Pakistan Muslim League (N),73742,152243,4688,156911,273993,55.56 %
SHEIKHUPURA-I,NA-131,RANA IJAZ  HUSSAIN,Independent,125,152243,4688,156911,273993,55.56 %
SHEIKHUPURA-I,NA-131,SAEED AKHTAR,Independent,118,152243,4688,156911,273993,55.56 %
SHEIKHUPURA-I,NA-131,SYED TAWAQAL HUSSAIN SHAH BUKHARI,Pakistan Sunni Tehreek,392,152243,4688,156911,273993,55.56 %
SHEIKHUPURA-I,NA-131,UMER AFTAB DHILLON,Independent,41574,152243,4688,156911,273993,55.56 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Ali Asghar Manda,Independent,199,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Arshad Mahmood Munda,Independent,14,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Ayaz Sarfraz Malik,Pakistan Tehreek-e-Insaf,16467,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Hafiz Sajid Iqbal,Independent,27,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Kabeer Ahmad Goraya,Independent,65,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Malik Baber Ali,Independent,43,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Malik Muhammad Asif Awan,Muttahida Qaumi Movement Pakistan,52,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Malik Muhammad Iqbal Jora,All Pakistan Muslim League,8,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Mian Muhammad Javed,Independent,376,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Mohammad Faryad Hussain,Independent,27,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Muhammad Naseef Awan,Jamiat Ulama-e-Islam (F),123,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Mukhdoom Pir Syed Sajjad Hussain Shah Mosvi,Independent,17,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Nasir Mahmood Chaudhry,Tehreek-e-Pasmanada Awam Pakistan,40,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Rana Afzal Hussain,Independent,1231,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Rana Anwar ul Haq,Independent,10252,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Rana Sajjad Ahmad,Independent,67,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Rana Tanveer Hussain,Pakistan Muslim League (N),93140,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Riaz Ahmad Bhulla Advocate,Jamaat-e-Islami Pakistan,3573,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Sahhabzada Mian Jalil Sharaqpuri,Independent,444,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Sir Maqsood Ahmad,Independent,55,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Syed Ghayoor Abbas Bukhari,Pakistan Peoples Party Parliamentarians,33439,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Syed Muhammad Abu Talib Bukhari,Independent,424,160238,5378,165569,291232,56.85 %
Sheikhupura-II-cum-Nankana Sahib (Old  Sheikhupura-II,NA-132,Syed Tawakal Hussain Shah Bukhari,Independent,155,160238,5378,165569,291232,56.85 %
Sheikhupura-III,NA-133,Abu Bakar Virk,Pakistan Tehreek-e-Insaf,25874,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Altaf Hussain Virk,Pakistan Peoples Party Parliamentarians,4796,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Haji Muhammad Nawaz,Independent,15717,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,khalid Mahmood Virk,Jamaat-e-Islami Pakistan,4623,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Madam Nazia Latif,Independent,104,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Malik Imran Rehmat Dogar,Independent,514,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Mian Ijaz Latif,Independent,434,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Mian Javed Latif,Pakistan Muslim League (N),68909,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Mian Muhammad Munawar Latif Advocate,Independent,848,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Muhamamd Arif Khan Sandila,Independent,451,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Muhammad Fazal Bilal,Independent,257,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Muhammad Hanif Ullah,Istiqlal Party,141,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Muhammad Ilyas,Independent,172,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Muhammad Saeed Virk,Independent,31520,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Sajjad Ahmad Khan,Independent,231,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Sardar Ali Ahmad Dogar Adv,Independent,902,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Shah Nawaz Sura,Independent,32,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Syed Raza Hussain babar Rizvi,Independent,284,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Usman Virk,Independent,81,156671,4490,161095,291283,55.31 %
Sheikhupura-III,NA-133,Yawar Altaf Virk,Independent,95,156671,4490,161095,291283,55.31 %
Sheikhupura-IV,NA-134,Chaudhry Muzammal Hussain,Independent,441,146443,5605,151990,250183,60.75 %
Sheikhupura-IV,NA-134,Fakhar Rasheed,Independent,332,146443,5605,151990,250183,60.75 %
Sheikhupura-IV,NA-134,Khan Sher Akbar Khan,Independent,41103,146443,5605,151990,250183,60.75 %
